diff_rep,diff_dem,same_school,same_gender,same_party,both_leader,same_state,same_vote_prop,same_vote
7.691890238,7.902371938999999,0.0,0,0,0,0,0.1111111111111111,0
9.682335518,8.554113955,0.0,0,0,0,0,0.1111111111111111,0
9.041344665,8.350444575,0.0,0,0,0,0,0.2222222222222222,0
8.029253844,8.350444575,0.0,0,0,0,0,0.0,0
8.569035616,9.165122095,0.0,0,1,0,0,0.2222222222222222,0
8.231672009,8.717049459,0.0,0,1,0,0,0.2222222222222222,0
7.961781123,9.246589846,0.0,0,1,0,0,0.1111111111111111,0
7.860572041,9.124388219,0.0,0,1,0,0,0.0,0
8.231672009,9.450259226,0.0,0,1,0,0,0.2222222222222222,0
8.231672009,8.106041319,0.0,0,1,0,0,0.1111111111111111,0
9.007608304,9.490993102,0.0,0,1,0,0,0.1111111111111111,0
9.176290108,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
8.231672009,9.490993102,0.0,0,1,0,0,0.1111111111111111,0
8.130462927,9.368791474,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,8.717049459,0.0,0,1,0,0,0.1111111111111111,0
8.130462927,8.839251087,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,9.572460854,0.0,0,1,0,0,0.2222222222222222,0
8.029253844,8.961452715,0.0,0,1,0,0,0.2222222222222222,0
8.130462927,8.635581707,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,8.472646203,0.0,0,1,0,0,0.1111111111111111,0
6.038808564,7.08769442,0.0,0,1,0,0,0.1111111111111111,0
8.400353812,9.490993102,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,7.861638062999999,0.0,0,1,0,0,0.2222222222222222,0
8.501562894,9.287323722,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,9.368791474,0.0,0,1,0,0,0.1111111111111111,0
8.535299255,7.902371938999999,0.0,0,0,0,0,0.0,0
8.670244698,8.472646203,0.0,0,0,0,0,0.1111111111111111,0
8.872662862,8.472646203,0.0,0,0,0,0,0.1111111111111111,0
9.176290108,9.694662482,0.0,0,1,0,0,0.1111111111111111,0
8.670244698,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
7.3882629909999995,9.042920467,0.0,0,1,0,0,0.1111111111111111,0
9.041344665,7.780170310999999,0.0,0,0,0,0,0.0,0
8.906399222,7.902371938999999,0.0,0,0,0,0,0.0,0
7.860572041,8.839251087,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,9.694662482,0.0,0,1,0,0,0.2222222222222222,0
8.29914473,8.839251087,0.0,0,1,0,0,0.3333333333333333,0
8.164199287,8.146775195,0.0,0,0,0,0,0.1111111111111111,0
9.513653715,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
7.860572041,9.694662482,0.0,0,1,0,0,0.1111111111111111,0
8.29914473,8.961452715,0.0,0,1,0,0,0.2222222222222222,0
8.670244698,9.490993102,0.0,0,1,0,0,0.0,0
8.467826533,8.350444575,0.0,0,0,0,0,0.1111111111111111,0
7.961781123,9.898331862,0.0,0,1,0,0,0.1111111111111111,0
9.513653715,8.472646203,0.0,0,0,0,0,0.0,0
9.041344665,7.902371938999999,0.0,0,0,0,0,0.1111111111111111,0
8.231672009,8.391178451,0.0,0,1,0,0,0.2222222222222222,0
8.231672009,9.450259226,0.0,0,1,0,0,0.1111111111111111,0
9.682335518,8.146775195,0.0,0,0,0,0,0.0,0
8.366617451,8.554113955,0.0,0,0,0,0,0.0,0
8.29914473,8.554113955,0.0,0,0,0,0,0.1111111111111111,0
8.501562894,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
8.062990205,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
9.851017322,8.676315583,0.0,0,0,0,0,0.0,0
8.29914473,10.102001242,0.0,0,1,0,0,0.1111111111111111,0
8.400353812,9.694662482,0.0,0,1,0,0,0.2222222222222222,0
7.894308402,7.698702558999999,0.0,0,0,0,0,0.1111111111111111,0
8.231672009,7.739436435,0.0,0,1,0,0,0.1111111111111111,0
8.906399222,8.024573567,0.0,0,0,0,0,0.0,0
8.231672009,8.798517211,0.0,0,1,0,0,0.1111111111111111,0
8.670244698,10.102001242,0.0,0,1,0,0,0.0,0
9.344971911,8.757783335,0.0,0,0,0,0,0.1111111111111111,0
8.164199287,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
7.590681155,8.391178451,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,8.879984963,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,9.368791474,0.0,0,1,0,0,0.0,0
8.501562894,9.531726978,0.0,0,1,0,0,0.1111111111111111,0
8.670244698,8.839251087,0.0,0,1,0,0,0.1111111111111111,0
8.569035616,8.920718839,0.0,0,1,0,0,0.2222222222222222,0
7.32079027,8.268976823,0.0,0,1,0,0,0.1111111111111111,0
7.691890238,9.246589846,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,9.328057598,0.0,0,1,0,0,0.1111111111111111,0
7.421999352,8.594847831,0.0,0,1,0,0,0.2222222222222222,0
7.860572041,8.798517211,0.0,0,1,0,0,0.2222222222222222,0
7.961781123,8.920718839,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,8.431912327,0.0,0,1,0,0,0.1111111111111111,0
12.280035292,11.364751397,0.0,0,1,0,0,0.0,0
9.007608304,9.572460854,0.0,0,1,0,0,0.1111111111111111,0
8.29914473,9.042920467,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,10.102001242,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,9.450259226,1.0,0,1,0,0,0.1111111111111111,0
8.29914473,8.472646203,0.0,0,0,0,0,0.1111111111111111,0
8.062990205,9.857597986,0.0,0,1,0,0,0.1111111111111111,0
12.111353488,11.283283645,0.0,0,1,0,0,0.0,0
8.332881091,8.106041319,0.0,0,0,0,0,0.1111111111111111,0
8.670244698,9.368791474,0.0,0,1,0,0,0.2222222222222222,0
8.231672009,8.879984963,0.0,0,1,0,0,0.2222222222222222,0
7.961781123,8.839251087,0.0,0,1,0,0,0.1111111111111111,0
6.9496903020000005,7.780170310999999,0.0,0,1,0,0,0.3333333333333333,0
7.961781123,8.065307443,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,9.572460854,0.0,0,1,0,0,0.1111111111111111,0
7.455735713,9.40952535,0.0,0,0,0,0,0.0,0
8.703981058,8.350444575,0.0,0,0,0,0,0.0,0
8.400353812,9.572460854,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,10.102001242,0.0,0,1,0,0,0.2222222222222222,0
9.176290108,8.268976823,0.0,0,0,0,0,0.0,0
9.243762829,8.676315583,0.0,0,0,0,0,0.0,0
7.556944795,8.554113955,0.0,0,1,0,0,0.1111111111111111,0
8.670244698,9.776130234,0.0,0,1,0,0,0.0,0
9.007608304,7.780170310999999,0.0,0,0,0,0,0.0,0
8.838926501,9.572460854,0.0,0,1,0,0,0.0,0
8.231672009,9.776130234,0.0,0,1,0,0,0.2222222222222222,0
8.332881091,8.635581707,0.0,0,1,0,0,0.2222222222222222,0
9.142553747000001,6.965492791999999,0.0,0,0,0,0,0.1111111111111111,0
8.062990205,8.472646203,0.0,0,0,0,0,0.1111111111111111,0
8.231672009,9.165122095,0.0,0,1,0,0,0.1111111111111111,0
9.243762829,8.350444575,0.0,0,0,0,0,0.1111111111111111,0
9.243762829,8.146775195,0.0,0,0,0,0,0.0,0
8.231672009,9.572460854,0.0,0,1,0,0,0.0,0
8.400353812,9.694662482,0.0,0,1,0,0,0.1111111111111111,0
8.130462927,9.165122095,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,9.368791474,0.0,0,1,0,0,0.1111111111111111,0
8.670244698,9.490993102,0.0,0,1,0,0,0.1111111111111111,0
7.624417516,8.228242947,0.0,0,0,0,0,0.0,0
7.894308402,8.146775195,0.0,0,0,0,0,0.2222222222222222,0
8.164199287,8.879984963,0.0,0,1,0,0,0.1111111111111111,0
6.072544924,7.902371938999999,0.0,0,0,0,0,0.3333333333333333,0
7.961781123,8.472646203,0.0,0,0,0,0,0.0,0
8.838926501,9.572460854,0.0,0,1,0,0,0.1111111111111111,0
9.581126436,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
7.354526631000001,8.431912327,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,9.002186591,0.0,0,1,0,0,0.1111111111111111,0
8.332881091,7.372831551999999,0.0,0,0,0,0,0.1111111111111111,0
7.961781123,8.391178451,0.0,0,1,0,0,0.3333333333333333,0
8.130462927,7.820904186999999,0.0,0,0,0,0,0.1111111111111111,0
8.636508337,8.228242947,0.0,0,0,0,0,0.3333333333333333,0
8.062990205,7.780170310999999,0.0,0,0,0,0,0.1111111111111111,0
7.79309932,8.024573567,0.0,0,0,0,0,0.1111111111111111,0
8.231672009,9.898331862,0.0,0,1,0,0,0.2222222222222222,0
8.670244698,8.879984963,0.0,0,0,0,0,0.1111111111111111,0
9.007608304,9.898331862,0.0,0,1,0,0,0.1111111111111111,0
6.713535778,7.617234806999999,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,8.594847831,0.0,0,1,0,0,0.2222222222222222,0
8.501562894,8.839251087,0.0,0,1,0,0,0.2222222222222222,0
8.838926501,9.042920467,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,8.676315583,0.0,0,0,0,0,0.0,0
7.691890238,9.898331862,0.0,0,1,0,0,0.2222222222222222,0
7.691890238,8.187509071,0.0,0,1,0,0,0.1111111111111111,0
7.961781123,9.042920467,0.0,0,1,0,0,0.1111111111111111,0
5.701444957,9.572460854,0.0,0,1,0,0,0.3333333333333333,0
8.501562894,9.776130234,0.0,0,1,0,0,0.1111111111111111,0
6.140017646,5.743476512999999,0.0,0,0,0,0,0.4444444444444444,0
9.851017322,8.472646203,0.0,0,0,0,0,0.0,0
7.860572041,9.776130234,0.0,0,1,0,0,0.1111111111111111,0
9.412444633,8.798517211,0.0,0,1,0,0,0.1111111111111111,0
8.838926501,9.124388219,0.0,0,1,0,0,0.1111111111111111,0
8.737717418999999,7.617234806999999,0.0,0,0,0,0,0.1111111111111111,0
7.590681155,8.350444575,0.0,0,1,0,0,0.1111111111111111,0
8.29914473,8.268976823,0.0,0,1,0,0,0.0,0
9.142553747000001,8.676315583,0.0,0,0,0,0,0.0,0
9.682335518,8.676315583,0.0,0,0,0,0,0.0,0
8.973871944,7.250629924,0.0,0,0,0,0,0.1111111111111111,0
7.253317549,6.924758915999999,0.0,0,0,0,0,0.1111111111111111,0
8.231672009,8.350444575,0.0,0,0,0,0,0.3333333333333333,0
7.725626598,7.902371938999999,0.0,0,0,0,0,0.0,0
8.973871944,8.146775195,0.0,0,0,0,0,0.0,0
9.075081026,7.49503318,0.0,0,0,0,0,0.0,0
7.79309932,8.024573567,0.0,0,0,0,0,0.0,0
8.80519014,7.169162171999999,0.0,0,0,0,0,0.1111111111111111,0
8.906399222,8.146775195,0.0,0,0,0,0,0.1111111111111111,0
9.412444633,7.250629924,0.0,0,0,0,0,0.1111111111111111,0
8.164199287,7.372831551999999,0.0,0,0,0,0,0.0,0
8.670244698,10.102001242,0.0,0,1,0,0,0.2222222222222222,0
8.973871944,7.49503318,0.0,0,0,0,0,0.2222222222222222,0
8.838926501,8.920718839,0.0,0,1,0,0,0.1111111111111111,0
8.501562894,9.042920467,0.0,0,1,0,0,0.1111111111111111,0
8.602771976,8.472646203,0.0,0,0,0,0,0.0,0
8.80519014,7.49503318,0.0,0,0,0,0,0.1111111111111111,0
8.130462927,8.024573567,0.0,0,0,0,0,0.1111111111111111,0
7.961781123,7.943105814999999,0.0,0,1,0,0,0.1111111111111111,0
7.421999352,9.898331862,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,8.635581707,0.0,0,1,0,0,0.1111111111111111,0
8.973871944,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
8.838926501,9.898331862,0.0,0,1,0,0,0.1111111111111111,0
7.32079027,7.291363799999999,0.0,0,0,0,0,0.2222222222222222,0
8.130462927,8.920718839,0.0,0,1,0,0,0.2222222222222222,0
8.400353812,9.124388219,0.0,0,1,0,0,0.1111111111111111,0
9.176290108,8.228242947,0.0,0,0,0,0,0.0,0
9.344971911,8.024573567,1.0,0,0,0,0,0.1111111111111111,0
9.344971911,8.676315583,0.0,0,0,0,0,0.2222222222222222,0
9.344971911,9.490993102,0.0,0,1,0,0,0.1111111111111111,0
8.130462927,8.513380079,0.0,0,1,0,0,0.0,0
7.590681155,8.065307443,0.0,0,1,0,0,0.2222222222222222,0
8.130462927,9.898331862,0.0,0,1,0,0,0.1111111111111111,0
8.670244698,9.287323722,0.0,0,1,0,0,0.1111111111111111,0
8.332881091,7.820904186999999,0.0,0,0,0,0,0.0,0
8.501562894,9.246589846,0.0,0,1,0,0,0.1111111111111111,0
8.231672009,8.676315583,0.0,0,0,0,0,0.1111111111111111,0
7.79309932,9.124388219,0.0,0,1,0,0,0.1111111111111111,0
9.176290108,9.450259226,0.0,0,1,0,0,0.2222222222222222,0
9.513653715,7.820904186999999,0.0,0,0,0,0,0.0,0
8.062990205,9.490993102,0.0,0,1,0,0,0.1111111111111111,0
9.344971911,7.943105814999999,0.0,0,0,0,0,0.0,0
0.26989088499999997,1.181282403,0.0,1,1,0,1,0.7777777777777778,0
0.23615452399999998,0.24440325499999993,0.0,1,0,0,1,0.5555555555555556,0
1.450663509,1.792290543,0.0,1,0,0,1,0.3333333333333333,0
0.43857268899999996,1.792290543,0.0,1,0,0,1,0.7777777777777778,0
0.101209082,1.181282403,1.0,1,1,0,1,0.7777777777777778,0
0.9108817389999999,1.181282403,0.0,1,1,0,1,0.8888888888888888,1
0.5397817710000001,1.3034840320000003,0.0,1,1,0,0,0.7777777777777778,0
0.101209082,0.24440325499999993,0.0,1,1,0,0,0.4444444444444444,0
0.9446180989999999,0.5702742630000002,0.0,1,1,0,0,0.4444444444444444,0
0.8096726569999999,0.6924758910000001,0.0,1,0,0,0,0.5555555555555556,0
0.9446180989999999,1.792290543,0.0,1,0,0,0,0.3333333333333333,0
0.9446180989999999,2.403298682,0.0,0,0,0,0,0.5555555555555556,0
0.43857268899999996,1.670088915,0.0,0,0,0,0,0.6666666666666666,0
0.168681803,1.792290543,0.0,1,0,0,0,0.5555555555555556,0
0.5735181309999999,0.24440325499999993,0.0,1,1,0,0,0.4444444444444444,0
0.8434090169999999,1.099814651,0.0,1,1,0,0,0.4444444444444444,0
0.43857268899999996,2.32183093,0.0,1,0,0,0,0.6666666666666666,0
0.101209082,2.32183093,0.0,1,0,0,0,0.5555555555555556,0
0.26989088499999997,1.792290543,0.0,1,0,0,0,0.5555555555555556,0
1.3494544279999998,1.4664195359999999,0.0,1,0,0,0,0.4444444444444444,0
0.20241816500000004,1.792290543,0.0,1,0,0,0,0.5555555555555556,0
0.26989088600000005,1.018346899,0.0,1,0,0,0,0.5555555555555556,0
0.43857268900000007,0.9776130230000001,0.0,1,1,0,0,0.8888888888888888,1
0.9446180989999999,0.7739436430000002,0.0,1,1,0,0,0.4444444444444444,0
0.10120908199999998,0.8554113950000001,0.0,1,1,0,0,0.7777777777777778,0
0.16868180400000005,1.751556667,0.0,1,0,0,0,0.5555555555555556,0
0.43857268899999996,0.9776130230000001,0.0,1,1,0,0,0.5555555555555556,0
0.6747272129999999,1.303484031,0.0,1,1,0,0,0.4444444444444444,0
3.845945118,3.991919845,0.0,0,0,0,0,0.0,0
0.40483632799999997,0.08146775199999978,0.0,1,1,0,0,0.5555555555555556,0
0.0,1.547887287,0.0,1,0,0,0,0.5555555555555556,0
0.26989088499999997,2.52550031,0.0,1,0,0,0,0.5555555555555556,0
3.44110879,3.299443954,0.0,0,0,0,0,0.0,0
0.0,1.995959922,0.0,0,0,0,0,0.5555555555555556,0
1.01209082,1.059080775,0.0,1,1,0,0,0.4444444444444444,0
0.26989088499999997,2.199629302,0.0,0,0,0,0,0.5555555555555556,0
0.0,1.222016279,0.0,1,0,0,0,0.5555555555555556,0
0.472309049,0.0,0.0,1,1,0,0,0.2222222222222222,0
0.9108817389999999,1.344217907,0.0,0,0,0,0,0.5555555555555556,0
0.16868180400000005,2.199629302,0.0,1,0,0,0,0.7777777777777778,0
0.26989088499999997,2.52550031,0.0,0,0,0,0,0.5555555555555556,0
0.742199935,0.12220162800000023,0.0,1,1,0,0,0.4444444444444444,0
0.06747272100000001,2.52550031,0.0,1,0,0,0,0.5555555555555556,0
1.113299902,1.303484031,0.0,1,1,0,0,0.4444444444444444,0
0.26989088499999997,1.099814651,0.0,0,0,0,0,0.5555555555555556,0
